x,y,t,u,v,p
0.0,0.42857142857142855,0.0,-0.003439554403003656,2.3859528209136667e-05,0.00014545210936463306
0.14285714285714285,0.7142857142857142,0.0,0.002055249213471994,-9.351175721994443e-06,0.0002319689197908354
0.7301587301587301,0.5873015873015872,0.0,-0.001881115302395343,-2.2370617540455212e-05,0.0001997353124679635
0.14285714285714285,0.5238095238095237,0.0,-0.002164018836650927,1.809537950193422e-05,2.383033296882437e-05
0.9841269841269841,0.47619047619047616,0.0,0.00021658827125899054,4.140627203855955e-05,5.959162436789275e-05
0.8412698412698412,0.9047619047619047,0.0,0.00047873967228318225,-2.4235236307325634e-06,0.00018574743112345085
0.31746031746031744,0.5555555555555556,0.0,0.0012645347068158466,-2.8167414685768847e-05,0.000177654673354723
0.4126984126984127,0.6825396825396826,0.0,0.0010552716021209818,-2.0022267904726872e-06,0.00012053611386032294
0.9682539682539681,0.25396825396825395,0.0,-0.0005638267154023762,-2.3749120091576626e-05,-0.00012273384283979796
0.1111111111111111,0.30158730158730157,0.0,0.0019316658264483095,-8.140697629760423e-06,-4.140485589285521e-05
0.2857142857142857,0.25396825396825395,0.0,-0.0022010425538491864,1.1900337951121123e-05,-0.00010342440519551167
0.015873015873015872,0.9523809523809523,0.0,-0.000916725018249832,2.3643091402557452e-05,3.8189073395398764e-05
0.36507936507936506,0.7936507936507936,0.0,0.0002911778499793897,-1.5128667101893477e-05,0.00010985809276437426
0.25396825396825395,0.7301587301587301,0.0,-0.00012450052223876112,-7.687810524972488e-06,0.00021186916526442788
0.7936507936507936,0.9047619047619047,0.0,0.0006988242914391231,6.7420882575905e-05,-8.759352939714133e-05
0.30158730158730157,0.5555555555555556,0.0,0.0007124750359731062,2.3604570560653146e-05,-6.225400735166166e-05
0.8095238095238095,0.8571428571428571,0.0,0.002322728166622186,-1.0822070373859715e-07,-8.72366998674762e-05
0.30158730158730157,0.3492063492063492,0.0,-0.0005744175827947975,8.117243032420213e-06,-0.0004909659954287839
0.5555555555555556,0.7777777777777777,0.0,0.001190246040722393,-8.037672106368818e-06,-6.082125853406468e-05
0.30158730158730157,0.6666666666666666,0.0,0.0005694341527905592,3.985724977485688e-06,0.0003161044860476441
0.746031746031746,0.8888888888888888,0.0,0.0017151359688014906,-9.576807300481825e-06,-9.201760537854311e-05
0.6349206349206349,0.7777777777777777,0.0,-0.000751315633535721,3.851003770154095e-05,0.00011200613469050182
0.6507936507936507,0.42857142857142855,0.0,0.0010486607532958316,-4.020551523382722e-05,-0.00017436985695490164
0.6190476190476191,0.3333333333333333,0.0,-0.002275812539012161,-4.084339112769025e-05,-7.892625758818578e-05
0.47619047619047616,0.5396825396825397,0.0,-0.001133857527653458,-3.8972854061938425e-05,1.041911710116714e-05
0.7619047619047619,0.42857142857142855,0.0,-0.00044930595995276273,-1.6247807635895338e-05,-0.0003213543004671521
0.23809523809523808,0.30158730158730157,0.0,0.00292928802489468,1.350250780383994e-06,4.91872320794525e-06
0.9523809523809523,0.7936507936507936,0.0,-0.0007984743040296676,-1.9519190365002184e-05,9.301655819168011e-05
0.015873015873015872,0.9841269841269841,0.0,-0.001248633238068203,-1.381358212350814e-05,0.00049849493212576
0.8253968253968254,0.3333333333333333,0.0,-0.0015950575718597837,1.7530956603532637e-06,-0.00021089614880992228
0.07936507936507936,0.9523809523809523,0.0,0.003739134103190967,1.3880736603074115e-05,-0.00036360697685013733
0.873015873015873,0.23809523809523808,0.0,-0.0022480935091586107,-4.298185300792558e-05,-0.00036199197940089544
0.8888888888888888,0.7301587301587301,0.0,0.0002954510805560719,4.7977856405487364e-05,2.418892021391944e-05
0.0,0.8253968253968254,0.0,0.0023983293672719245,1.6353615551779823e-05,-0.00015425179012282995
0.3492063492063492,0.9047619047619047,0.0,0.0014967364174578275,-4.412209881317861e-06,0.0003509806621917559
0.873015873015873,0.4603174603174603,0.0,-0.0011697815974305767,6.826774625343096e-05,-7.95085498217352e-05
0.5714285714285714,0.23809523809523808,0.0,-0.002544875687834771,2.8121641012313834e-05,0.0002473210536833842
0.36507936507936506,0.19047619047619047,0.0,0.0002297570786032147,-2.992369102602571e-05,-0.00023225520159446872
0.14285714285714285,0.5873015873015872,0.0,-0.0011926932438418854,-2.284199157886607e-05,-0.00010471442625433951
1.0,0.1111111111111111,0.0,0.0008606958488330729,1.0589181159121185e-05,-6.317657738607934e-05
0.07936507936507936,0.4603174603174603,0.06711409395973154,-0.002482481411055509,-3.222569284549222e-05,0.00018854861575622246
0.38095238095238093,0.9365079365079365,0.06711409395973154,0.0018779500687942383,-7.149879591352798e-05,0.004015238617372673
0.31746031746031744,0.3492063492063492,0.06711409395973154,0.00105666372172604,4.774032341988174e-05,-0.0011925512558103812
0.9523809523809523,0.9206349206349206,0.06711409395973154,-0.0032626932799816313,0.00033682566119410404,0.0210600815826205
0.9365079365079365,0.31746031746031744,0.06711409395973154,-0.0005403158134083657,-4.6662588484925e-05,-0.0020489324910349426
0.31746031746031744,0.31746031746031744,0.06711409395973154,0.00140372657058763,1.1456884729948176e-05,-0.0018210510228758995
0.47619047619047616,0.2222222222222222,0.06711409395973154,0.0013660835127188343,5.1375513278994545e-05,-0.003439887503857581
0.7619047619047619,0.36507936507936506,0.06711409395973154,0.00080081138529067,6.129598381441727e-06,-0.0026267018244738845
0.746031746031746,0.8571428571428571,0.06711409395973154,0.001104992778630575,-0.00015484227464508587,0.008772965277471588
0.42857142857142855,0.8571428571428571,0.06711409395973154,0.0004530008768190308,-8.85105574920387e-05,0.0039057069498565616
0.30158730158730157,0.2222222222222222,0.06711409395973154,-0.0001218898368966222,3.8965939148149145e-05,-0.0026372693227475355
0.9047619047619047,0.4603174603174603,0.06711409395973154,0.0004721620318860226,-2.3175683299705104e-05,-0.00022080979642815677
0.7936507936507936,0.8253968253968254,0.06711409395973154,0.0014216140591866574,-7.823252571750808e-05,0.008282092041273871
1.0,0.4126984126984127,0.06711409395973154,1.001249584737299,-1.072736123034506e-05,-0.00016029485550303124
1.0,0.3492063492063492,0.06711409395973154,1.0005682379778789,2.287756378151836e-05,-6.97169007462881e-05
0.9206349206349206,0.8412698412698412,0.06711409395973154,0.002623629906268101,0.00019886577755296464,0.009388177010996193
1.0,0.1746031746031746,0.06711409395973154,0.9995482939110992,1.1613047285830632e-05,-3.2864253738235e-05
0.09523809523809523,0.9682539682539681,0.06711409395973154,-0.00022036265518916048,6.914561971767583e-06,0.0022482008214369823
0.7301587301587301,0.5555555555555556,0.06711409395973154,0.0021482690731749513,-7.783226321702025e-05,0.0005951075678249209
0.5714285714285714,0.4603174603174603,0.06711409395973154,-0.0015029098643814694,-1.4508860110476227e-05,-0.0003420226180416185
0.9206349206349206,0.36507936507936506,0.06711409395973154,0.0006125839761157289,-3.554577783416938e-05,-0.001653899146394125
0.7142857142857142,0.6031746031746031,0.06711409395973154,-0.0016642582445078634,2.316150836490012e-05,0.0022970956426261943
0.8571428571428571,0.6190476190476191,0.06711409395973154,-0.002019530902935971,1.7082763840772182e-05,0.0014473581172459627
0.3333333333333333,0.7301587301587301,0.06711409395973154,-0.000603855681328123,9.048407017769693e-07,0.0018336538313706023
0.6666666666666666,0.5238095238095237,0.06711409395973154,7.621103096744982e-07,5.1242721963114395e-05,0.0005675780640680822
0.9206349206349206,0.7936507936507936,0.06711409395973154,-0.001538941825184105,0.00021004584163381322,0.006487948613075591
0.3968253968253968,0.4444444444444444,0.06711409395973154,-6.860426105110597e-05,3.536638578447579e-05,-0.0010168958418510297
0.6190476190476191,0.5714285714285714,0.06711409395973154,-0.001883627310778147,-3.213806857884881e-05,0.001185369052657903
0.6190476190476191,0.047619047619047616,0.06711409395973154,-0.002158302043485374,8.034963488941795e-05,-0.006695715459951684
0.5238095238095237,0.047619047619047616,0.06711409395973154,-0.00013191531677544434,5.130335242523219e-05,-0.005457078179082103
0.9523809523809523,0.2698412698412698,0.06711409395973154,6.503875576883393e-05,-0.00017922260198779334,-0.0028558992553929722
0.4126984126984127,0.5238095238095237,0.06711409395973154,0.00087415122351796,-1.5061749388580067e-05,0.0001959445291868156
0.1111111111111111,0.20634920634920634,0.06711409395973154,0.0019253954080383042,2.4592513936731406e-05,-0.0018894415822196652
0.12698412698412698,0.9206349206349206,0.06711409395973154,-0.003969860563167766,1.4695433275890302e-05,0.002518498160632264
1.0,0.3333333333333333,0.06711409395973154,0.9989787836958949,4.287576547794865e-05,-8.11395201129578e-05
0.2222222222222222,0.8095238095238095,0.06711409395973154,0.0010126809356466523,2.6219841066821943e-05,0.00240517257061502
0.9523809523809523,0.9047619047619047,0.06711409395973154,-0.002392284720923327,0.0004613957927934514,0.017075833375703783
0.36507936507936506,1.0,0.06711409395973154,-0.0014465171524795672,3.5826213306651014e-05,0.0038224666854694703
0.2222222222222222,0.8571428571428571,0.06711409395973154,0.0017330432604059694,-8.527434942841308e-05,0.002201520371093466
0.5555555555555556,0.7301587301587301,0.06711409395973154,-0.0011556290864734263,-6.856947726938023e-05,0.003279380692424659
0.30158730158730157,0.1746031746031746,0.1342281879194631,-0.0018769403172587563,0.00011631170048250763,-0.003173489525600694
0.031746031746031744,0.7301587301587301,0.1342281879194631,-0.001685304541639202,-6.597337603764466e-06,0.0016499670221346875
0.4126984126984127,0.6984126984126984,0.1342281879194631,-0.001105373683151428,-7.413796609753549e-05,0.0025718442249117782
0.20634920634920634,0.2222222222222222,0.1342281879194631,0.0010425133826988712,0.00011284836273728262,-0.0017860727112038437
0.9047619047619047,0.38095238095238093,0.1342281879194631,-0.000969289337227614,-0.00012897303122059092,-0.002182644069459436
0.3333333333333333,0.23809523809523808,0.1342281879194631,0.002287302010893962,7.103752798604874e-05,-0.002142645209017148
0.30158730158730157,0.7301587301587301,0.1342281879194631,0.0009767824842380278,-4.434784888953728e-05,0.0023842986764699746
0.9047619047619047,0.36507936507936506,0.1342281879194631,0.00020890549932958593,-0.0001986521270887123,-0.002571456542422118
0.5714285714285714,0.19047619047619047,0.1342281879194631,7.306737864955912e-05,0.00025133270170549444,-0.006194389344277724
0.4126984126984127,0.4126984126984127,0.1342281879194631,-0.0001571550931844666,4.6862688736313146e-05,-0.001070986764409616
0.06349206349206349,0.38095238095238093,0.1342281879194631,0.0010730430419244993,3.4014456573623516e-05,-0.0010634055880718739
0.6031746031746031,0.7142857142857142,0.1342281879194631,0.00020669922739885172,-0.0001325182730790579,0.0048721291611620015
0.8095238095238095,0.7777777777777777,0.1342281879194631,0.0005161248121548417,-9.814001629746969e-05,0.01012460819780947
0.19047619047619047,0.09523809523809523,0.1342281879194631,-0.00013324696876277996,9.106863579640087e-05,-0.002656267438365039
0.8571428571428571,0.8253968253968254,0.1342281879194631,-0.00010064370045264562,-4.430707916056468e-05,0.013588465943387097
0.6507936507936507,0.5238095238095237,0.1342281879194631,-0.001629156932648692,-7.4287177920906044e-06,0.0004903564395680266
0.9206349206349206,0.8253968253968254,0.1342281879194631,-0.0010742524467368137,0.0006206110847932178,0.013018228043364458
0.38095238095238093,0.8888888888888888,0.1342281879194631,0.0017880232391441289,-0.00017159847415027375,0.00434912242493621
0.6349206349206349,0.7777777777777777,0.1342281879194631,-0.0011055929219358446,-0.00016897749148120285,0.006945199244729083
0.31746031746031744,0.873015873015873,0.1342281879194631,0.0011868269036673252,-0.00012435274323459333,0.003882707288407356
0.3333333333333333,0.6507936507936507,0.1342281879194631,-0.0021088585473505177,-6.167320400818048e-05,0.0017980989312512377
0.5396825396825397,0.6031746031746031,0.1342281879194631,-0.0010375115536121172,-0.00013733426767588157,0.0019091124043785625
0.6507936507936507,0.8253968253968254,0.1342281879194631,-0.002754581591304083,-0.00029321833784496135,0.008120122403191132
0.8571428571428571,0.8571428571428571,0.1342281879194631,-0.0021509940119903742,-0.0002743623191641034,0.016560320609861706
0.1746031746031746,0.8888888888888888,0.1342281879194631,0.001337353830239398,-2.828596614643176e-05,0.002374903532986009
