x,t
0.3972175929310209,0.9406373600773589
0.11906594263357628,0.01983892181212077
0.09132979879708158,0.2306420426768575
-0.5221589504800341,0.9177890873679996
0.8318902672250881,0.9178040461486839
-0.38759435057881464,0.07544629281618886
-0.2109702401986564,0.8025052077845222
0.7046521379708268,0.4775360783270375
-0.4600967219119567,0.15400733218384133
-0.895334978710127,0.445805959916871
0.24822289635834083,0.8950076937725304
-0.965627143101683,0.9732058674430429
0.9497141621254173,0.2144723438901448
-0.3109213183679931,0.5190515094651115
0.5395284921319448,0.26977567531914504
0.7494025852701727,0.7867503012885518
-0.4207597277131161,0.3961095626030423
-0.013297833207647658,0.3987167016439269
0.322570785072843,0.8411089358677803
-0.9689433779445298,0.14905862909547984
-0.17796891497135148,0.5461200538105979
-0.47888821630921896,0.24332419341228384
-0.3649477575872606,0.3239189791121442
0.8119208567231353,0.9201610281796716
0.8506961614444639,0.8845336582213624
0.2732917520910909,0.629274072872361
-0.40632269556218237,0.871283851000666
-0.19065703200128237,0.16175315175301241
-0.9234991412617359,0.980674415831507
-0.8012081996476528,0.21256619862585413
-0.14253966525714357,0.7390013142589558
0.5912178003322506,0.9300731935307676
-0.6335716246128273,0.9757508038660677
0.7217394222133382,0.5893445682072318
0.22680462903904886,0.4833385284365428
0.6752637737708491,0.7205944970081146
0.054117947375617925,0.8040866760704353
-0.9029861233061953,0.6736776487346807
-0.1750834363209024,0.014471218148273457
0.812700854719064,0.6021966947236754
-0.6006264917260269,0.9539735153945933
0.19005408916458588,0.42476613838053634
0.261884290934435,0.5400002286263444
-0.5025627759809645,0.7590420769698484
0.3743242236592994,0.266944611882056
0.06279334639008294,0.11547152518435566
0.9115474852131986,0.012556408377569217
-0.7192572955064085,0.8573627168934417
0.7094899524765481,0.1397908241036956
-0.1199874874393978,0.5392413531180897
0.8750206456855647,0.6781587461174599
0.5513043546465328,0.8584947399640105
-0.23224454462890054,0.06198136814596744
-0.33827358302641586,0.211125624251308
0.9306817061589863,0.8785458360610201
-0.9119632496677845,0.4550656781737227
0.6692612082506486,0.2946030207143665
0.7057898663598812,0.17863244411721013
-0.24660634220256217,0.04306226294359172
-0.4823046527221708,0.7389347640243893
0.6050163326291766,0.9158996850407455
0.7085300536568868,0.3761331554885313
-0.0037221716928754756,0.09998411873772894
-0.684037879144739,0.5698075557203749
0.8990378048613388,0.7949400018760133
0.932475756402211,0.5465088495681474
0.5999548700007973,0.6507350872734801
-0.6046590273534282,0.1648997256600826
-0.7314273618699985,0.9968893274362716
0.02692789140767271,0.0016216961716652989
-0.9861450698796219,0.3460569463371971
0.033232147177008065,0.14243293410134594
-0.2995420802868054,0.14294581089230907
-0.9574264605057365,0.9465648042162482
-0.33891895474845213,0.5990417329115769
-0.1134213849121708,0.27674730785470614
0.556656450996545,0.3912559756130237
-0.576994283403607,0.15426196168302364
0.468538909911417,0.41364890357086803
0.6844330859970509,0.39215269637696404
0.8412717403327286,0.2051362816434178
0.1339739566410103,0.35972797817545854
0.18041406532108462,0.23206678210363973
-0.47296797224697684,0.4747651348859916
0.7240253649610988,0.23409686202881874
-0.8591852880167181,0.1393475701529222
-0.5822987742599977,0.19869674326269393
0.04917943110961631,0.9885314006782097
0.8984847031517174,0.47872630871391275
-0.13594434767856423,0.652646701215324
-0.0644126998943424,0.5730227933761572
-0.5159256705908069,0.1551995797197776
-0.26927267921796627,0.5866402976403826
-0.6069682246166466,0.09670864675868607
-0.35600226199472984,0.17214427091731022
-0.47352220272517065,0.44038509061759556
-0.6030203390449667,0.5026250633432866
-0.25157612409957775,0.31202128468724777
-0.37654364764994375,0.6973905481131082
0.9952986173894449,0.9633195162036943
-0.6275182851967229,0.7774004444803652
-0.12118789468197311,0.6808865129228291
-0.7524115482640197,0.0980879013746695
0.35453664803101437,0.4738256276990762
0.9279949036191482,0.892064937113074
0.9273990813200064,0.9755979627574708
0.9418867683826024,0.3333809927847118
-0.6452531237709103,0.8632769884353745
-0.06389146233876009,0.34161090862913646
0.770993431215812,0.33230489826227283
0.09710009554759114,0.06849327017366824
0.9625025140761974,0.1508959130045444
-0.30660076065535824,0.9392904124674936
-0.1572993249903636,0.6894589197454644
-0.9276713924276099,0.8896093598972202
-0.8929320567876227,0.6289950113465378
-0.08191254692349159,0.9076525374358624
0.39824525105855835,0.7673193589153781
0.49183052891757195,0.19744312285728716
-0.43667099322345404,0.13356615538752048
0.7443060604937608,0.6947984143770564
0.26649820121727075,0.6616332674791777
0.34874417401833613,0.1695416700531962
0.45663127185267594,0.4400574933822423
0.8667452772315913,0.9737007429769686
0.32524917783260476,0.722771767653521
0.16964172911808317,0.5706557655946818
0.9117285250785596,0.34307810624356794
0.6975252338735505,0.34269280965981797
0.6438875230386867,0.9050137103186224
0.15905546732220488,0.7628465582402048
-0.5896457474308501,0.022564221461162992
0.07806269923563103,0.605337696121004
0.09820970438072396,0.9913653691377959
0.23131759207432934,0.25120765586756044
0.34872452762401096,0.6181558314722564
-0.7250278997028932,0.42599234168903755
-0.1850539744881725,0.22818844333165256
-0.6182224956745312,0.8281780968161585
-0.30421351854201584,0.9130992368490116
0.7151099805424845,0.7493612817077651
-0.014016878473526173,0.098578374947623
-0.6162269029639391,0.9276773391827805
-0.8681334938015361,0.6070517346625596
0.8181434344885914,0.2920291510442966
-0.6602649425077303,0.012862516889012854
0.22523150445808793,0.3982712977585632
0.12880154745098715,0.8450256644580917
0.564911600683776,0.506931556863509
0.31113425629922165,0.7779093849230418
-0.34079836772126226,0.1495206625885872
0.5693119634927961,0.08071191623184515
0.6631034989518783,0.8470029996086621
0.498723775354907,0.9078694601860446
0.8007419370512523,0.8085457106001744
-0.6905790785740746,0.8461826400229525
0.6983652733624712,0.01568577765170398
0.09101466725587026,0.3147784168043726
-0.33766728217929587,0.4092719492532104
0.8838302118366277,0.09127049751845018
-0.22074074124872767,0.1706457322918039
-0.2639978610593925,0.892473510917223
-0.33591624778355667,0.3455980903649607
-0.4802939009457987,0.45809834440266917
0.8515048895379664,0.011927767829934766
-0.7515488580035923,0.3318903703152557
0.48021373679397716,0.20636065607522136
-0.13522875145768176,0.298956740507792
0.9311233863699044,0.73518047863261
-0.04130889552116046,0.5903664088201361
0.1092461813766552,0.17523031565332048
-0.019270054301477657,0.09589871978375153
-0.1735193434191109,0.8132349802189688
-0.7635707837091099,0.8796652786098784
0.8533628738947179,0.3882916036211276
-0.10023694496603341,0.024668036841476004
0.3143099062581778,0.06925102331645605
-0.9536273961504118,0.3021599005958958
-0.06110461105686338,0.2939795760398497
-0.17248943486667123,0.9788601386640741
-0.9023591572040532,0.6446977968016576
-0.17225594107835152,0.4782469654775886
0.8211462417261177,0.7783511703186236
-0.7982341965242779,0.11726638294084224
0.21737734013636034,0.506221748178703
0.5946704203818269,0.4416581292139582
0.2782358104420386,0.9489554170216805
0.20102274800885578,0.037617570113848364
