x,t,u
0.0,0.0,-0.0
0.024639942381096416,0.0,-0.02463744919538197
0.04927988476219283,0.0,-0.04925994109281685
0.07391982714328925,0.0,-0.07385252747487396
0.09855976952438567,0.0,-0.0984002782796427
0.12319971190548208,0.0,-0.12288829066471411
0.1478396542865785,0.0,-0.1473016980546375
0.17247959666767493,0.0,-0.17162567916635962
0.19711953904877133,0.0,-0.19584546700716696
0.22175948142986773,0.0,-0.2199463578396686
0.24639942381096416,0.0,-0.24391372010837714
0.2710393661920606,0.0,-0.2677330033224679
0.295679308573157,0.0,-0.2913897468893246
0.3203192509542534,0.0,-0.31486958889350786
0.34495919333534986,0.0,-0.3381582748158171
0.36959913571644626,0.0,-0.3612416661871529
0.39423907809754266,0.0,-0.38410574917192586
0.41887902047863906,0.0,-0.40673664307580015
0.44351896285973547,0.0,-0.42912060877260894
0.4681589052408319,0.0,-0.45124405704532283
0.4927988476219283,0.0,-0.47309355683601007
0.5174387900030247,0.0,-0.4946558433997788
0.5420787323841212,0.0,-0.5159178263577511
0.5667186747652175,0.0,-0.53686659764418
0.591358617146314,0.0,-0.5574894393428855
0.6159985595274104,0.0,-0.5777738314082511
0.6406385019085068,0.0,-0.5977074592660936
0.6652784442896033,0.0,-0.6172782212897929
0.6899183866706997,0.0,-0.6364742361471414
0.7145583290517961,0.0,-0.6552838500134536
0.7391982714328925,0.0,-0.6736956436465572
0.7638382138139889,0.0,-0.6916984393193699
0.7884781561950853,0.0,-0.7092813076058534
0.8131180985761818,0.0,-0.7264335740162241
0.8377580409572781,0.0,-0.7431448254773941
0.8623979833383746,0.0,-0.7594049166547071
0.8870379257194709,0.0,-0.7752039761111298
0.9116778681005674,0.0,-0.7905324123001632
0.9363178104816638,0.0,-0.8053809193888326
0.9609577528627602,0.0,-0.819740482907221
0.9855976952438567,0.0,-0.8336023852211194
1.010237637624953,0.0,-0.8469582108244671
1.0348775800060495,0.0,-0.8597998514483723
1.0595175223871458,0.0,-0.8721195109836107
1.0841574647682424,0.0,-0.883909710213612
1.1087974071493387,0.0,-0.8951632913550623
1.133437349530435,0.0,-0.9058734224033671
1.1580772919115316,0.0,-0.9160336012803335
1.182717234292628,0.0,-0.9256376597815562
1.2073571766737243,0.0,-0.9346797673211106
1.231997119054821,0.0,-0.9431544344712774
1.2566370614359172,0.0,-0.9510565162951535
1.2812770038170136,0.0,-0.9583812154701222
1.3059169461981102,0.0,-0.965124085200289
1.3305568885792065,0.0,-0.9712810319161138
1.3551968309603029,0.0,-0.9768483177596007
1.3798367733413994,0.0,-0.9818225628535369
1.4044767157224958,0.0,-0.9862007473534026
1.4291166581035921,0.0,-0.989980213280707
1.4537566004846885,0.0,-0.9931586661366362
1.478396542865785,0.0,-0.9957341762950345
1.5030364852468814,0.0,-0.9977051801738729
1.5276764276279777,0.0,-0.9990704811844932
1.5523163700090743,0.0,-0.9998292504580527
1.5769563123901706,0.0,-0.9999810273487268
1.601596254771267,0.0,-0.9995257197133659
1.6262361971523636,0.0,-0.9984636039674339
1.65087613953346,0.0,-0.9967953249171991
1.6755160819145563,0.0,-0.9945218953682734
1.7001560242956528,0.0,-0.9916446955107427
1.7247959666767492,0.0,-0.9881654720812594
1.7494359090578455,0.0,-0.9840863373026044
1.7740758514389419,0.0,-0.9794097676013659
