x,y,t,h,hu,hv
0.23809523809523808,0.2698412698412698,0.0,1.001270874605871,-0.000425489978834506,-0.00029945024761613456
0.6031746031746031,0.2222222222222222,0.0,1.0062276308228542,0.00047365299770836685,0.0005540870057919047
0.20634920634920634,0.031746031746031744,0.0,0.9999970583978187,-0.0004691757981084329,0.00032555621125025986
0.5873015873015872,0.7936507936507936,0.0,1.0046992363890432,1.4838258452088762e-05,-0.00042600207379778394
0.9047619047619047,0.8412698412698412,0.0,0.9992632776332182,8.905687865580746e-05,3.730400840422696e-05
0.4603174603174603,0.9523809523809523,0.0,1.0002144369551154,4.1144570258890115e-05,-0.000993418876498493
0.15873015873015872,0.047619047619047616,0.0,0.9997063013254424,-0.00015660090641696504,-5.9130808246589914e-05
0.5873015873015872,0.873015873015873,0.0,1.0005014688275926,-0.0005921512030406488,-0.00018784898685247068
0.5555555555555556,0.25396825396825395,0.0,1.0208567780597626,3.6556825460708244e-05,-0.00010095600993783257
0.8888888888888888,0.9047619047619047,0.0,0.9998083658460926,-9.029064616081832e-05,-4.3897767906323744e-05
0.2222222222222222,0.9523809523809523,0.0,0.9998464961716604,-5.8373591727361004e-05,0.00044644918690361235
1.0,0.14285714285714285,0.0,1.0003508039685018,-0.0004510257002096875,0.0003748229067474085
0.30158730158730157,0.30158730158730157,0.0,1.0098804048255894,0.00046348982771140184,-0.0005552366238361519
0.36507936507936506,0.2698412698412698,0.0,1.0143257583360263,-0.0005539705718008555,-8.64467167288327e-05
0.30158730158730157,0.5238095238095237,0.0,1.067879315053784,-0.00014586855712418872,0.00048749301840683723
0.38095238095238093,0.7936507936507936,0.0,1.0032673250462338,0.00034845636397450464,-0.0006289284361625816
0.2698412698412698,0.5238095238095237,0.0,1.0344706754070148,-0.0008386878774835807,0.0004966851572727029
0.6825396825396826,0.873015873015873,0.0,1.000004892309081,-0.0004459251325940888,-0.0008306105953112498
0.49206349206349204,0.6190476190476191,0.0,1.2453576013267695,-0.0007131116575429877,0.0010740565807602453
0.8571428571428571,0.8888888888888888,0.0,0.9998704678983271,5.468409719478952e-05,-0.000473557386582974
0.38095238095238093,0.6349206349206349,0.0,1.0990735276633008,-7.098019691526207e-05,1.9975897538256917e-05
0.6349206349206349,0.1111111111111111,0.0,1.0001114435413747,-0.0003695448367621552,-0.00043168459141966
0.2698412698412698,0.9047619047619047,0.0,1.0001222412621555,-0.00018947696620260642,0.0003106700073208975
0.8412698412698412,0.8095238095238095,0.0,0.9996908712814498,0.0005786206591001744,-0.0009777566637340289
0.1111111111111111,0.6349206349206349,0.0,0.9999841267153843,0.00030413375556203253,0.00039412413167139046
0.38095238095238093,0.873015873015873,0.0,0.9999292881915763,-0.000426558287808761,0.000739081220131142
0.5079365079365079,0.031746031746031744,0.0,1.0005542907170606,-2.5079373921013095e-05,0.0001889132868245745
0.873015873015873,0.25396825396825395,0.0,1.0003271873705508,0.00026707429330718796,-0.0004564145373414938
0.7777777777777777,0.20634920634920634,0.0,1.0004039068030022,-0.0003266366403327413,0.0005061060401150162
0.5873015873015872,0.047619047619047616,0.0,0.9998033902574396,-0.0005216450098578935,-0.00011169452656852864
0.49206349206349204,0.7777777777777777,0.0,1.0104941281619328,-0.00047571776537511557,0.0007237979577898639
0.07936507936507936,0.19047619047619047,0.0,0.9999389323009688,-0.0005913984399294016,-7.738133935975195e-05
0.5555555555555556,0.4603174603174603,0.0,1.3960197455352794,0.0003034027170099801,-0.0010481826424417117
0.4126984126984127,0.9523809523809523,0.0,1.000040395173923,0.0003275049856139161,0.00019033933142029684
0.2857142857142857,0.9206349206349206,0.0,0.999756282494116,-0.0005999630538586371,0.0005199767889391228
0.47619047619047616,0.9523809523809523,0.0,1.000045895148219,0.0005953326293265221,0.0007400048232328959
0.7142857142857142,0.8253968253968254,0.0,1.0004035728222642,0.00042873266115390796,1.3186202970745455e-05
0.9523809523809523,0.2857142857142857,0.0,1.0001271388275668,-6.02084592528796e-05,0.000704171756945718
0.9365079365079365,0.9841269841269841,0.0,1.0002425191063582,0.0006424391642354689,-0.0003531559869165111
0.14285714285714285,0.36507936507936506,0.0,1.000496980011052,-0.0008717196506414196,0.0007609962129804695
0.6666666666666666,0.20634920634920634,0.010346611484738748,1.0030916656522484,0.004047927167338542,-0.006322044915498331
0.4444444444444444,0.6984126984126984,0.010346611484738748,1.0703826225919308,-0.0366910436448164,0.13292852114206627
0.5714285714285714,0.12698412698412698,0.010346611484738748,1.0006024908395899,-4.853882238173567e-05,-0.0017316472328241447
0.2222222222222222,0.30158730158730157,0.010346611484738748,1.002821036591144,-0.0050060216422919655,-0.004183053392047668
0.3333333333333333,0.36507936507936506,0.010346611484738748,1.0602937151219076,-0.09337003768724834,-0.07549149401535604
0.2222222222222222,0.7619047619047619,0.010346611484738748,1.0009687357880748,-0.0019023582977184027,0.0006403874521382795
0.8571428571428571,0.0,0.010346611484738748,0.9999203130655361,-0.0003728279908127098,-0.0005223476055593325
0.6031746031746031,0.7301587301587301,0.010346611484738748,1.0278349946174874,0.024473676641142177,0.05436442246258605
0.6031746031746031,0.2698412698412698,0.010346611484738748,1.0278773523911444,0.024369550417512764,-0.05556955577258324
0.7777777777777777,0.7142857142857142,0.010346611484738748,1.00190985286407,0.004182290014512921,0.00314047247869002
0.5873015873015872,0.9047619047619047,0.010346611484738748,1.000618937031054,-2.7561759233378047e-05,0.0009214702436927025
0.2222222222222222,0.9365079365079365,0.010346611484738748,0.999603120011649,0.0002242161242304207,-0.00025312013335878215
0.6031746031746031,0.6507936507936507,0.010346611484738748,1.1045440432519478,0.10632986158589582,0.1571861498774409
0.9682539682539681,0.5079365079365079,0.010346611484738748,0.9997839086889052,-0.0005871748664348268,-0.0005375390093282408
0.6666666666666666,0.6825396825396826,0.010346611484738748,1.0308327240914,0.04495190553026371,0.049324489637970474
0.47619047619047616,0.15873015873015872,0.010346611484738748,1.0026245487773864,0.00036835144377885215,-0.006423027816106929
0.6031746031746031,0.25396825396825395,0.010346611484738748,1.0199522752994534,0.01668946995418837,-0.04159139962816157
0.23809523809523808,0.0,0.010346611484738748,0.9994336374668544,0.00035882670299717276,-0.00023743471426902567
0.015873015873015872,0.7777777777777777,0.010346611484738748,1.0000364309987992,-0.0003039832618171428,0.0003236753016890593
0.25396825396825395,0.6349206349206349,0.010346611484738748,1.0142041180060526,-0.029170029676795557,0.015202742905633046
0.7301587301587301,0.6349206349206349,0.010346611484738748,1.0197352481343647,0.03831542025511377,0.021366558648974188
0.31746031746031744,0.12698412698412698,0.010346611484738748,0.9999765527423787,-0.0006801592762367398,-0.0009104789866490928
0.12698412698412698,0.3968253968253968,0.010346611484738748,1.0006168088960175,-0.0016756171461379237,-0.0007823458144410262
0.9206349206349206,0.4444444444444444,0.010346611484738748,1.000274158185566,0.0005887567504137914,0.0005958928325687029
0.14285714285714285,0.746031746031746,0.010346611484738748,1.0000601599510335,-0.0012379224893762104,0.0003640661996396955
0.5714285714285714,0.9682539682539681,0.010346611484738748,0.999821372761798,-0.000767258422855418,-0.00043642222312301546
0.1746031746031746,0.2698412698412698,0.010346611484738748,1.0007068170531255,-0.0009995011382545353,-0.0013233982885559339
0.4126984126984127,0.15873015873015872,0.010346611484738748,1.002207660037454,-0.0013445062437241048,-0.004317625355241768
0.38095238095238093,0.3968253968253968,0.010346611484738748,1.1510453435917913,-0.1918951953548297,-0.16585205114041973
0.746031746031746,0.6349206349206349,0.010346611484738748,1.0139999866435796,0.028607837138392753,0.014827405030604972
0.6825396825396826,0.9841269841269841,0.010346611484738748,1.0002775137560649,5.434630522778943e-05,-0.0006537437863514352
0.2222222222222222,0.5873015873015872,0.010346611484738748,1.010681842348331,-0.02425037799839822,0.0076200783141594005
0.30158730158730157,0.06349206349206349,0.010346611484738748,0.9999964870676176,-5.4062479165228476e-05,-0.000500308348834399
