x,y,t
0.8609398909037438,0.8590095519225907,0.3749767037947498
0.8633251552540429,0.6369963052495351,0.8990450013308395
0.08882002767178532,0.4842525788901386,1.947131481496213
0.8148268453833792,0.03601940213888588,1.441296103151346
0.4900030963709672,0.659815823368081,0.25706467701969116
0.9631361230734301,0.21575439039489364,0.7895667960323416
0.024841763923877935,0.508336265534605,0.6094542038897868
0.0336068430600851,0.532992128969458,1.262912553391282
0.548407533112765,0.31067069685825366,0.2584878476047421
0.48989397470120255,0.9961609076093971,0.6086277716412112
0.26905219316177553,0.6295086653222188,1.8475794851512874
0.40683816865704425,0.9750692801378378,1.2700616675731062
0.13318011214862235,0.05084604066966658,0.19562612042173932
0.8481609930407844,0.051625756216007845,1.2324016791215395
0.5309491839824606,0.1241603913571836,1.2050209947773147
0.5749509232089494,0.5218383315813582,1.0484433647540299
0.8843184606802693,0.26383364747536386,0.5490535781779635
0.7225747668825006,0.8496338302240414,0.9458005287435112
0.38077882528906704,0.277652457962803,1.6354856868863525
0.6768919812964295,0.5689767245395718,0.7105156482860311
0.5627675771182197,0.32685936437793184,1.2728957339930127
0.9022573038900996,0.39834490085628127,1.358252064938712
0.9509188647914306,0.894997622481953,0.13518240636568635
0.22868640944980057,0.7229535402278884,0.8500435168065243
0.08528030159638689,0.29326809204846094,1.5336017760639142
0.06859991276880073,0.15437215444323105,0.7405011189122914
0.644769257674161,0.9470244502582985,0.02361810982230894
0.5238288883714408,0.057251900673264244,0.49787565576016446
0.8398631832965643,0.24816287956960403,0.07520613993028546
0.01814613357511663,0.7937664364362966,0.6724158926828008
0.8835848150911423,0.08863629863826727,1.5812706890724786
0.06505237645144835,0.7399080399943477,1.9093705561556455
0.5620186736782432,0.33562477957467496,1.9750620979989966
0.5793881093366086,0.8799650059215764,0.8909837271619974
0.8900117379595555,0.16846888560674955,0.4139813040385145
0.053440432418708994,0.9886050134075469,0.3833811206282767
0.2805549200801648,0.33786901650611756,0.1487308134013603
0.9049125903749669,0.19719114097856127,0.07733703270470538
0.5960126677173484,0.5003664875037994,0.04435249675293673
0.0695575578976868,0.7476656473222764,1.492496746413875
0.7452467040711419,0.01070545256409372,0.9168012620131851
0.6279522390140128,0.8488445661040822,1.3063860076192055
0.05527565854910588,0.4024227092159487,0.7510388641777297
0.7825073719157797,0.05219974991069709,0.38425896311089547
0.1571043073801056,0.6440296197116983,0.1848287446395671
0.5767506251704155,0.6689477809411766,0.5797633770296649
0.9945911698769183,0.9940971945067565,0.20524906590038627
0.6730885781047166,0.8817246615830174,0.21493879248196657
0.14797910793873847,0.832470468824672,0.428755005621686
0.9534388387898436,0.7703923194188043,0.5552950818238376
0.0027909135234730487,0.1989961673778834,1.15462366698023
0.1397836295160434,0.9917418307507937,1.2639880444509706
0.0399579572685681,0.5628635801696106,0.2756316203244813
0.30148940763227405,0.3454929930524122,1.0303034959492585
0.865832626133339,0.622974506648753,1.0262902975903534
0.7501829502212967,0.1417887901659266,0.3361248061850379
0.4539186990315959,0.003547024692457712,1.6205122248121728
0.23928489256743135,0.9393957044671997,1.4017137384796603
0.6555464531630457,0.14303244384852465,1.7075269452452912
0.27766863099108696,0.6791046396032907,1.3086413578840361
0.6577560904550351,0.2220131604914677,0.8856310911942606
0.8996525911568849,0.8277830218958627,0.006451902557745415
0.4357876157256815,0.034517480097955855,0.133270897160658
0.3292738041927292,0.2303920941468982,1.9429613802892691
0.7857463729536426,0.2162032655554439,1.3705087506409614
0.29285052355956265,0.3420641886413621,1.7468289642603545
0.6965275488495116,0.26705753720866954,1.1841263747705224
0.8749470845980696,0.7750939625829194,1.374932447953687
0.08951907941830617,0.06328064040858339,0.1815942631770484
0.8691686891491884,0.7192364406729154,0.7244234261075666
0.36393657940087465,0.37949404915524676,1.2433492851189651
0.05868066849821363,0.03735031190792126,1.0117411511432597
0.5577167823642788,0.822205318430564,0.07669349275144799
0.7171462455407003,0.056365280149051955,0.498738172753628
0.9496369592364003,0.8299249674107442,0.07335228569270358
0.6802308682301272,0.06993135614859602,1.1743415590265092
0.7679879906060479,0.11632634780746032,1.7168138148664702
0.15926919634600145,0.10292097922798238,0.21055490965977963
0.8509142831208185,0.9263266474413452,0.5709617248273728
0.2920466652870357,0.9918299089058914,1.6070322358589726
0.09794912170898151,0.7221865971878276,1.1868929486216824
0.8274933624766814,0.23028104659837656,1.265955921780895
0.20960134575878842,0.8022674091314134,0.8727515987028922
0.39212943261837396,0.8026200532733133,1.5196153890913089
0.17462198247579064,0.1318268314511305,1.900273096956656
0.2181330519033493,0.8668984932580167,1.2563323751124995
0.04156286302811896,0.088033571491967,0.16393693051685698
0.0676953860311783,0.9756254596295465,0.7549171056943875
0.6245560671451563,0.6300442377712514,0.7535675883856314
0.18480570077927672,0.5276186019330295,1.6756645899436702
0.6662719012448756,0.4250254693689427,1.793797900450517
0.5663576444540722,0.042988538518945796,0.03477106327327584
0.49992680862911343,0.3412998166381461,0.524287084229186
0.6128771331585664,0.9160927841712869,0.9042262576552191
0.5593087192193152,0.37302734673256477,0.947913593864915
0.3967387760777512,0.8223930526854836,1.5409531491433228
0.7084359504823817,0.394281654762181,0.9160403870728666
0.916999620756904,0.4902057910877051,1.7991704824273802
0.7208705510942311,0.015099491522734154,0.5684147554308945
0.7606998287672244,0.10830756182689139,0.14902535062893052
0.550179981170411,0.026127284064456302,1.0533260623523815
0.7250967254514562,0.00895588036104411,0.567328723829017
0.060774818090967186,0.9854762688453758,1.2809604239844783
0.8091916210099638,0.2903838779829362,1.5252368008624224
0.36732097572998423,0.8556543343792783,1.3156933314698362
0.39050376488723015,0.10748706133551289,1.0114263545600806
0.9694554359752025,0.6782639266575351,1.6199933572291876
0.612531679773857,0.8570402077847583,1.6789055536229647
0.39097101656301925,0.79801936712427,0.016728271910047887
0.1463025556106029,0.29768704315842787,0.28838946088161577
0.38842021904050805,0.22831778095213617,1.058149672608185
0.905512400899052,0.49816972312705166,0.9284147897771433
0.33944861288286976,0.592825975188127,1.2008011717080829
0.30546700144368577,0.9609837573289918,0.025868068691619728
0.8092142433797287,0.8202113654753818,0.5221268477526133
0.009533399153333733,0.24486747286157307,0.895584150029185
0.12549376366910325,0.5362658278651722,1.8505429942367775
0.42034999684895924,0.13392743388497053,0.08685993867837638
0.05636373312045817,0.487524213806778,0.5974244635530872
0.9886393687687289,0.7268398425852741,1.1453099738395376
0.5769073202674153,0.4448975187468862,0.14523329520396167
0.4627210995681025,0.9511196941698074,1.5683079717169945
0.5838507364981393,0.8157499748038164,1.490261507990612
0.5686380483218076,0.28723010558509365,1.4563750800926833
0.2851672366868103,0.4708403306492025,1.7585906733985812
0.1915000332903879,0.5859268330621938,1.4353228304677876
0.11099845894054094,0.9699848331869,1.3710704928515718
0.0799352716973124,0.567290886412371,0.5553383601079849
0.5644038984054691,0.046329043817663895,0.297690133601324
0.3552477758555137,0.9399516430340806,1.3610118342392246
0.2764896261196289,0.47425361826961887,1.1089240447547593
0.283739843063919,0.7826349977089799,0.6431165636663727
0.36326495721644303,0.45098015684582493,0.3489174806863389
0.4543545016579622,0.47604001519775563,0.47186272661359707
0.952616026857595,0.953315789670553,0.3066995711502687
0.9213000576702959,0.03659450885311388,0.4772771496481283
0.5994894542700067,0.16883941620317988,0.4730430215262147
0.5226821359078174,0.679913503703359,0.910286643306353
0.6718702354704827,0.7982657821286722,1.8636191404479951
0.3442807631569784,0.8000088936246249,0.6275440725018122
0.9560914272058684,0.492250736828694,0.921026328909194
0.5790096231675298,0.15730614469235404,1.0970973499229626
0.7074029950428221,0.1537140394077875,0.5656188808019817
0.8919568650267982,0.21962959991743147,1.19978609372707
0.6544926468519733,0.2057102400515859,1.1274368575779024
0.9656268456031956,0.5555476305734167,1.5731285825288936
0.14694012604107065,0.7806939380412846,1.587391549551861
0.7704525247306908,0.8927780060857977,0.2908678210311637
0.888619729102152,0.591781427565673,1.4964804857586291
0.24805948368491826,0.1363218482501687,1.6178754539938787
0.9998468167638341,0.14588287975439607,0.6710704254729918
0.832591804935087,0.8924148807192772,1.912446328594174
0.9899681029851667,0.6528890791440279,0.6889564021288903
0.16041029497842008,0.8043906552644624,1.658980525807596
0.7097190132623563,0.06772311195942016,1.5743756353304719
0.6957084153764019,0.9000463699478621,0.5534700265786374
0.479890969118169,0.918163785883075,0.8352343075025033
0.389514867959999,0.5184021315429619,1.4472819872616647
0.7671080700850582,0.022687726953671383,1.7052670147312337
0.8528817659179444,0.2212085636567518,0.7182154998587063
0.24373081525600904,0.1473233764517924,0.31525187817393197
0.625984140062331,0.9968955950815468,1.9708818148199396
0.8179759804446264,0.6249058702200492,0.6505143073454696
0.09368669818543629,0.5720962790572466,0.1345636003518922
0.8939235771829098,0.4763612940688665,1.7031388096776816
0.7934163310701268,0.7005224115320122,0.6418041985504479
0.6753886270649588,0.5571691172759184,0.4809971654851415
0.01943379418506419,0.11780825390480654,1.509919598889521
0.4091541958798016,0.2298680972889986,1.5430129808511917
0.5542919787024476,0.02594933551783929,1.2669064421126046
0.5132385399220454,0.7533137907291706,0.34192579239166165
0.38782528734883814,0.041577291096245084,0.23682998777337083
0.7528020297287279,0.7992394777231944,0.4271995432291569
0.7416720305695919,0.559350684893393,0.52175101137072
0.5508337083956506,0.1632050088322372,1.076763030304167
0.6882606616024762,0.10995511903074595,0.13164093908004393
0.36621877123287905,0.2798462230004105,1.4444797564726124
0.6115450616330225,0.7986501749835268,1.3201688708197832
0.7767388501774275,0.08485377293568186,0.7563211547320903
0.8148493202358188,0.07121086006774269,0.4724825977897207
0.14751178294073264,0.2574760103320378,1.5369273536018246
0.4970442384841074,0.7940159636175365,1.2464941446958369
0.05326758607009108,0.8428168999550237,0.5589623536307133
0.2723937599666143,0.7037600347851974,0.108029069376268
0.0454838751281772,0.20121841633422966,0.3209220796236547
0.4696858500269384,0.4146794656734266,1.8725383232805748
0.9930470765296334,0.8293221688059655,0.274840258152637
0.025108686125430935,0.4891701815034305,1.3194875471876322
0.5809183511232313,0.7474297820882075,1.727925638947134
0.06842334628264446,0.5356449831099581,1.2239607513611435
0.3492673191082484,0.7112041687031564,0.9546502584358654
0.9530705137113386,0.9601335612732602,0.7001487127338188
0.24881919382674678,0.4955028449332034,0.053113826525421404
0.5425787494622998,0.1601860028463289,0.1503329065122081
0.26424730409512553,0.3408683584686141,1.4528922518519847
0.2067626934292336,0.12737969454924591,0.06482904229440623
0.7497270576626722,0.6819801709417636,0.8054330968939118
0.43704556687265594,0.651109182991954,1.537342976733556
0.1163475224969851,0.18010079448934735,1.9326308189446544
0.48855931415073084,0.3507804077683099,1.0114416724947541
0.4173514347400461,0.29644933127262807,1.9857078324039545
0.5807977889434478,0.6413117462452859,1.2080709307055388
0.25928144058246927,0.3236520619654558,1.8304482039222296
0.14525894412335605,0.20033439202500636,1.789918175324497
0.30896508535245315,0.5465036993144904,1.144727335067803
0.8495360859872991,0.0869051192381941,1.968059327011958
0.48416695957373235,0.8766992238618994,0.838604327081178
0.6436632329867136,0.47556247004854924,0.40764860390867486
0.850285679008229,0.8408348999357709,1.6164946423106537
0.4516529775414312,0.7304607688847456,1.98439127454986
0.5349120589595356,0.6365073345313852,0.9211805074498753
0.5889785471142496,0.8657279316461113,1.1616235235205639
0.9815721678267315,0.4924652711062285,1.9846776772999546
0.09147678180605179,0.8132646257601855,1.712493398725246
0.817480336627605,0.3310411602031672,1.968891823763844
0.6428944798704402,0.7158545995943817,1.345249635698588
0.6927802752167425,0.5784848634282425,0.8486322722168311
0.734749487306452,0.48263445773101876,0.1145206060345294
0.11364902331170612,0.9610788172794789,1.1021873256782724
0.42789351833322886,0.2325242182060565,0.7003381168912308
0.4065282179500519,0.12157678948066442,1.7482459322050676
0.48433232460702347,0.8544394308205929,1.3392088127537949
0.21272047978673636,0.05620328404744235,0.012229851979710382
0.8868372757725803,0.8687252230268441,0.14942403516842262
0.6675612247548255,0.3157734732378409,1.178714093280671
0.9410154023684124,0.46937967795477364,1.4147591948522735
0.12405506435376235,0.37183879710151324,1.7857549026121993
0.1473146691172771,0.6067930393783363,0.7518871864801426
0.5443558948250524,0.44001334411710846,1.3596959341593984
0.4202669672052768,0.060334922117646905,0.029443957365702378
0.7958537701154671,0.7941095373225484,0.08252311220806874
0.5361510109391115,0.2851420779309689,0.464447539706899
0.8634134559043517,0.6488964943572546,1.2937139375954654
0.8607972065810912,0.6384719775276063,1.7674746363623826
